,Name,Description,Price,Type
2153,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
2154,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
2155,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
2156,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
2157,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
2158,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
2159,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
2160,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
2161,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
2162,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
2163,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
2164,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
2165,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
2166,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
2167,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
2168,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
2169,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
2170,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
2171,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
2172,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
2173,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
2174,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
2175,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
2176,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
2177,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
2178,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
2179,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
2180,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
2181,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
2182,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
2183,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
2184,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
2185,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
2186,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
2187,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
2188,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
2189,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
2190,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
2191,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
2192,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
2193,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
2194,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
2195,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
2196,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
2197,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
2198,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
2199,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
2200,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
2201,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
2202,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
2203,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
2204,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
2205,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
2206,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
2207,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
2208,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
2209,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
2210,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
2211,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
2212,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
2213,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
2214,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
2215,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
2216,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
2217,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
2218,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
2219,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
2220,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
2221,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
2222,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
2223,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
2224,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
2225,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
2226,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
2227,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
2228,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
2229,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
2230,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
2231,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
2232,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
2233,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
2234,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
2235,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
2236,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
2237,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
2238,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
2239,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
2240,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
2241,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
2242,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
2243,Honda Accord 2018 White,"Registered Belgium standard Honda Accord 2018. V4 engine. Untouched engine and gear. First body, AC...","? 14,900,000",Foreign Used
2244,Lexus RX 350 2012 Black,"Very clean Lexus RX 350 2012 model with thumbstart black color 
Accident free
Good and neat...","? 20,500,000",Foreign Used
2245,Mercedes-Benz C450 2016 White,Mercedes Benz C450 Foreign used for sale now in abuja clean title,"? 43,000,000",Foreign Used
2246,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Tokunbo 2012 Mercedes-Benz ML 350, Brown Color, Keyless Entry, Accident Free, Run and Drive, Clean...","? 25,200,000",Foreign Used
2247,Volkswagen Passat 2.0 Sedan 2010 Gray,"Foreign Used, 
Fastest finger
Nothing to fix
Buy and drive
Serious buyer only","? 9,200,000",Foreign Used
2248,Mercedes-Benz GLE-Class 2017 Black,"This is a clean tittle accident free with two keys buy and drive ,no single fault light on dashboard...","? 43,550,000",Foreign Used
2249,Lexus GX 460 Base 2015 Gray,2015 Lexus GX460 2015 accident free very clean inside and outside the AC is cooling very fine all...,"? 48,000,000",Foreign Used
2250,Toyota Corolla LE 2007 Red,"Accidental free, First Body
Direct Tokunbo
Gear and Engine working perfectly. 
Lagos tincan...","? 8,500,000",Foreign Used
2251,Toyota Venza AWD 2010 Gray,Its in excellent condition. A buy and drive. Hurry while offer last,"? 11,200,000",Local Used
2252,Toyota Corolla 2013 Blue,"Newly arrived Toyota Corolla,
2013 model,Automatic transmission,
Very clean blue ,
With fully fabric...","? 13,500,000",Foreign Used
2253,Nissan Armada 2008 Gray,"Fully Registered Nissan Armada Flex Fuel F150
2008 Model","? 9,000,000",Local Used
2254,Toyota Corolla 2015 Blue,Clean toks toyota Corolla 2015 SE with clean interior and powerful sound engine n gear n chilling...,"? 15,700,000",Foreign Used
2255,Mercedes-Benz C300 Base C300 RWD Coupe 2019 White,"Foreign used
With fully paid duty","? 45,000,000",Foreign Used
2256,Toyota Venza 2011 Gray,"REGISTERED**
Toyota Venza 2011
 **4PLUGS**
* ?THUMBSTART 
* ?Prefect engine and gear 
* ?First body...","? 12,550,000",Local Used
2257,Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,GLE350 keyless sunroof power both and many more,"? 40,000,000",Foreign Used
2258,Toyota Camry 2010 Gray,Direct belgium neatly used for only 16months. Registered till july 2025. Buy and drive to...,"? 8,500,000",Foreign Used
2259,Lexus RX 330 2006 Silver,"The car is very clean in out, accident free with romantic interior, exterior, factory fitted DVD,...","? 12,500,000",Foreign Used
2260,Mercedes-Benz M Class 2006 Black,"Direct foreign , neat car , perfectly working , no issues","? 10,500,000",Foreign Used
2261,BMW 330i 2021 Black,"Extremely clean and sound 2021 Foreign used BMW 330i
Properly documented 
With original custom duty...","? 43,000,000",Foreign Used
2262,Lexus ES 350 2008 Silver,Car in perfect condition buy & drive everything working perfectly fine engine gear untouched...,"? 8,600,000",Local Used
